,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_1.mid",13.0, 12.0, 6.0, 0.0, 13.0, 0.0, 0.0, 1.0, 4.0, 2.0, 96.0, 5.75, 94.0, 10.0, 0.14, 0.14, 1.0, 1.0, 1.0, 1.0, 2.829, 3.857, 3.37, -0.3075, 0.5834, 0.5074, 5.198, 4.635, 4.983, 0.0, 92.0, 8.0, 100.0, 4.0, 2.0, 1.697, 3.0, 1.0, 0.5051, 0.66, 0.1616, 0.05051, 0.3333, 0.8384, 0.1111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.5, 0.0, 0.5426, 1.175, 2.013, 3.908, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.557, 2.557, 0.0545, 1.0, 2.0, 2.0, 0.17, 1.0, 0.83, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4575, 0.5, 0.83, 0.2048, 1.0, 0.09438, -1.351, 7.392, 3.704, 1.0, 4.713, 0.1117, 0.1042, 0.01496, 0.0293, 0.0293, 0.0293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 16.0, 62.0, 52.0, 1.192, 0.05574, 0.05068, 1.1, 0.1064, 0.01189, 2.438, 0.125, 120.0, 120.0, 0.0, 19.55, 5.115, 0.09452, 0.1851, 0.1851, 0.01296, 0.01296, 0.1562, 0.2187, 0.1898, 0.009774, 0.0, 0.0, 20.0, 16.0, 62.0, 52.0, 1.192, 0.05574, 0.05068, 1.1, 0.1064, 0.01189, 2.438, 0.125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_10.mid",12.0, 12.0, 3.0, 2.0, 11.0, 0.0, 0.0, 1.0, 1.0, 3.0, 94.0, 7.23, 93.0, 9.0, 0.22, 0.22, 0.9545, 0.9545, 1.0, 1.0, 2.345, 3.711, 3.357, 0.9082, -1.431, 0.5451, 6.024, 5.334, 4.838, 0.0, 92.0, 8.0, 101.0, 5.0, 2.0, 1.687, 3.0, 1.0, 0.5354, 0.566, 0.1616, 0.06061, 0.303, 0.8384, 0.101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.5376, 1.134, 1.951, 3.732, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.599, 2.599, 0.07019, 1.0, 2.0, 2.0, 0.22, 1.0, 0.78, 0.0, 0.0, 0.0, 0.25, 0.5, 0.445, 0.5, 0.78, 0.2821, 1.0, 0.1041, -1.585, 6.067, 2.632, 1.0, 3.737, 0.1131, 0.125, 0.01629, 0.02924, 0.02924, 0.02924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 12.0, 40.0, 45.0, 1.125, 0.06159, 0.05348, 1.152, 0.1151, 0.01288, 1.667, 0.3333, 120.0, 120.0, 0.0, 19.24, 5.198, 0.111, 0.182, 0.182, 0.01156, 0.01156, 0.1562, 0.2187, 0.1868, 0.01007, 0.0, 0.0, 20.0, 12.0, 40.0, 45.0, 1.125, 0.06159, 0.05348, 1.152, 0.1151, 0.01288, 1.667, 0.3333
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_100.mid",15.0, 12.0, 5.0, 0.0, 14.0, 0.0, 0.0, 1.0, 2.0, 4.0, 95.0, 5.71, 95.0, 11.0, 0.18, 0.18, 0.7222, 0.7222, 1.0, 1.0, 2.804, 4.14, 3.395, -0.1819, 0.5145, 0.5745, 6.144, 4.549, 5.094, 0.0, 93.0, 9.0, 96.0, 0.0, 2.0, 1.667, 2.0, 1.0, 0.5556, 0.6, 0.1111, 0.0404, 0.3333, 0.8889, 0.07071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.5158, 1.131, 1.869, 3.705, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.607, 2.607, 0.05877, 1.0, 2.0, 2.0, 0.32, 1.0, 0.68, 0.0, 0.0, 0.0, 0.25, 0.5, 0.42, 0.5, 0.68, 0.4706, 1.0, 0.1172, -2.048, 4.771, 2.174, 1.0, 1.959, 0.111, 0.1042, 0.01422, 0.02716, 0.02716, 0.02716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 16.0, 62.0, 52.0, 1.192, 0.05366, 0.05041, 1.065, 0.1041, 0.01267, 1.688, 0.125, 120.0, 120.0, 0.0, 19.18, 5.215, 0.07222, 0.1814, 0.1814, 0.01133, 0.01133, 0.1562, 0.2083, 0.1866, 0.009942, 0.0, 0.0, 17.0, 16.0, 62.0, 52.0, 1.192, 0.05366, 0.05041, 1.065, 0.1041, 0.01267, 1.688, 0.125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_11.mid",12.0, 11.0, 6.0, 0.0, 12.0, 0.0, 0.0, 1.0, 2.0, 3.0, 95.0, 5.4, 94.0, 1.0, 0.15, 0.15, 1.0, 1.0, 3.0, 9.0, 2.627, 4.028, 3.428, 0.1827, -1.192, 0.14, 5.523, 4.498, 4.803, 0.0, 92.0, 8.0, 94.0, 10.0, 2.0, 1.737, 3.0, 1.0, 0.404, 0.825, 0.2626, 0.07071, 0.3333, 0.7374, 0.1919, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.5, 0.0, 0.5, 1.095, 2.0, 4.099, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.602, 2.602, 0.1363, 1.0, 2.0, 2.0, 0.32, 1.0, 0.68, 0.0, 0.0, 0.0, 0.25, 0.5, 0.42, 0.5, 0.68, 0.4706, 1.0, 0.1172, -2.048, 4.771, 2.222, 1.0, 2.265, 0.1117, 0.1042, 0.01714, 0.02873, 0.02873, 0.02873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.0, 16.0, 156.0, 46.0, 3.391, 0.05816, 0.05654, 1.029, 0.1147, 0.013, 1.625, 0.375, 120.0, 120.0, 0.0, 19.22, 5.203, 0.09823, 0.1817, 0.1817, 0.01349, 0.01349, 0.1562, 0.2396, 0.1867, 0.01085, 0.0, 0.0, 17.0, 16.0, 156.0, 46.0, 3.391, 0.05816, 0.05654, 1.029, 0.1147, 0.013, 1.625, 0.375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_12.mid",16.0, 12.0, 5.0, 0.0, 15.0, 0.0, 0.0, 1.0, 2.0, 4.0, 89.0, 6.76, 93.0, 11.0, 0.11, 0.17, 1.0, 0.8235, 1.0, 1.0, 4.143, 3.666, 3.34, -0.782, -1.015, 0.5029, 5.072, 5.17, 5.066, 0.0, 92.0, 8.0, 87.0, 3.0, 2.0, 1.586, 2.0, 1.0, 0.5354, 0.6415, 0.1111, 0.07071, 0.3434, 0.8788, 0.0404, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4891, 1.07, 1.779, 3.759, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.623, 2.623, 0.09941, 1.0, 2.0, 2.0, 0.26, 1.0, 0.74, 0.0, 0.0, 0.0, 0.25, 0.5, 0.435, 0.5, 0.74, 0.3514, 1.0, 0.1102, -1.769, 5.405, 2.439, 1.0, 2.292, 0.1156, 0.125, 0.01337, 0.02568, 0.02568, 0.02568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 9.0, 40.0, 156.0, 3.9, 0.08504, 0.06772, 1.256, 0.1528, 0.01666, 0.7778, 0.2222, 120.0, 120.0, 0.0, 19.06, 5.246, 0.1637, 0.1801, 0.1801, 0.008581, 0.008581, 0.1562, 0.2083, 0.1857, 0.007981, 0.0, 0.0, 12.0, 9.0, 40.0, 156.0, 3.9, 0.08504, 0.06772, 1.256, 0.1528, 0.01666, 0.7778, 0.2222
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_13.mid",14.0, 12.0, 5.0, 0.0, 14.0, 0.0, 0.0, 1.0, 1.0, 5.0, 89.0, 5.3, 89.0, 5.0, 0.16, 0.16, 0.8125, 0.8125, 1.0, 1.0, 2.87, 2.725, 3.64, 0.06271, 0.3303, 0.01648, 5.971, 5.532, 4.856, 0.0, 92.0, 8.0, 87.0, 3.0, 2.0, 1.747, 3.0, 1.0, 0.4848, 0.7292, 0.1515, 0.0303, 0.3535, 0.8384, 0.1212, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.5, 1.021, 1.809, 3.988, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.576, 2.576, 0.06275, 1.0, 2.0, 2.0, 0.24, 1.0, 0.76, 0.0, 0.0, 0.0, 0.25, 0.5, 0.44, 0.5, 0.76, 0.3158, 1.0, 0.1073, -1.677, 5.704, 2.778, 1.0, 2.748, 0.1121, 0.125, 0.0182, 0.03274, 0.03274, 0.03274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.0, 17.0, 40.0, 46.0, 1.15, 0.05255, 0.04433, 1.185, 0.09688, 0.0119, 2.0, 0.1176, 120.0, 120.0, 0.0, 19.41, 5.153, 0.1132, 0.1837, 0.1837, 0.01359, 0.01359, 0.1562, 0.2396, 0.1877, 0.01118, 0.0, 0.0, 19.0, 17.0, 40.0, 46.0, 1.15, 0.05255, 0.04433, 1.185, 0.09688, 0.0119, 2.0, 0.1176
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_14.mid",13.0, 12.0, 5.0, 0.0, 13.0, 0.0, 0.0, 1.0, 2.0, 4.0, 94.0, 6.49, 95.0, 11.0, 0.17, 0.17, 0.8235, 0.8235, 2.0, 2.0, 2.879, 3.773, 3.075, -0.5731, -1.201, 0.5756, 5.653, 4.82, 5.15, 0.0, 92.0, 8.0, 92.0, 8.0, 2.0, 1.636, 2.0, 1.0, 0.5354, 0.566, 0.1616, 0.08081, 0.303, 0.8384, 0.08081, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.5165, 1.11, 1.939, 4.025, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.597, 2.597, 0.1082, 1.0, 2.0, 2.0, 0.23, 1.0, 0.77, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4425, 0.5, 0.77, 0.2987, 1.0, 0.1057, -1.631, 5.877, 3.03, 2.0, 2.984, 0.1131, 0.125, 0.01783, 0.02543, 0.02543, 0.02543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 10.0, 46.0, 40.0, 1.15, 0.07029, 0.06709, 1.048, 0.1374, 0.01388, 1.5, 0.1, 120.0, 120.0, 0.0, 19.25, 5.195, 0.2014, 0.1819, 0.1819, 0.01422, 0.01422, 0.1562, 0.2396, 0.1876, 0.01073, 0.0, 0.0, 14.0, 10.0, 46.0, 40.0, 1.15, 0.07029, 0.06709, 1.048, 0.1374, 0.01388, 1.5, 0.1
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_15.mid",13.0, 12.0, 4.0, 1.0, 12.0, 0.0, 0.0, 1.0, 1.0, 4.0, 90.0, 6.0, 89.0, 5.0, 0.24, 0.24, 0.6667, 0.6667, 2.0, 2.0, 2.703, 2.701, 3.785, 0.9322, 0.0, 0.0, 5.843, 6.079, 4.814, 0.0, 92.0, 8.0, 91.0, 7.0, 2.0, 1.626, 2.0, 1.0, 0.4646, 0.8696, 0.1313, 0.0404, 0.404, 0.8687, 0.09091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5, 0.0, 0.4947, 1.056, 1.744, 3.939, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.612, 2.612, 0.05531, 1.0, 2.0, 2.0, 0.15, 1.0, 0.85, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4625, 0.5, 0.85, 0.1765, 1.0, 0.08972, -1.254, 8.187, 3.846, 1.0, 5.904, 0.116, 0.125, 0.01682, 0.01904, 0.01904, 0.01904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 9.0, 40.0, 45.0, 1.125, 0.08716, 0.06815, 1.279, 0.1553, 0.01622, 0.8889, 0.2222, 120.0, 120.0, 0.0, 19.15, 5.223, 0.1718, 0.1811, 0.1811, 0.0106, 0.0106, 0.1562, 0.2292, 0.1878, 0.009533, 0.0, 0.0, 12.0, 9.0, 40.0, 45.0, 1.125, 0.08716, 0.06815, 1.279, 0.1553, 0.01622, 0.8889, 0.2222
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_16.mid",9.0, 9.0, 5.0, 1.0, 10.0, 0.0, 0.0, 1.0, 1.0, 5.0, 98.0, 3.58, 99.0, 3.0, 0.28, 0.28, 0.6786, 0.6786, 1.0, 1.0, 1.891, 2.17, 3.151, -0.2221, 0.8017, -0.5142, 8.449, 9.879, 4.969, 0.0, 92.0, 8.0, 99.0, 3.0, 2.0, 1.727, 3.0, 1.0, 0.5051, 0.64, 0.1717, 0.0404, 0.3232, 0.8283, 0.1313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5263, 1.08, 1.92, 4.074, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.576, 2.576, 0.1017, 1.0, 2.0, 2.0, 0.25, 1.0, 0.75, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4375, 0.5, 0.75, 0.3333, 1.0, 0.1088, -1.723, 5.547, 2.857, 2.0, 2.819, 0.1137, 0.125, 0.01606, 0.03489, 0.03489, 0.03489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 12.0, 44.0, 62.0, 1.409, 0.06833, 0.06667, 1.025, 0.135, 0.01367, 1.25, 0.1667, 120.0, 120.0, 0.0, 19.41, 5.153, 0.2581, 0.1835, 0.1835, 0.01278, 0.01278, 0.1562, 0.2396, 0.1873, 0.009819, 0.0, 0.0, 18.0, 12.0, 44.0, 62.0, 1.409, 0.06833, 0.06667, 1.025, 0.135, 0.01367, 1.25, 0.1667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run4\run4_epoch4096_17.mid",11.0, 11.0, 5.0, 2.0, 10.0, 0.0, 0.0, 1.0, 1.0, 5.0, 96.0, 3.62, 96.0, 0.0, 0.27, 0.27, 0.7778, 0.7778, 1.0, 1.0, 1.829, 4.192, 3.537, 0.4264, 1.159, -0.5598, 7.345, 5.269, 4.785, 0.0, 92.0, 8.0, 97.0, 1.0, 2.0, 1.667, 2.0, 1.0, 0.5051, 0.64, 0.1616, 0.07071, 0.3232, 0.8283, 0.09091, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.5217, 1.15, 1.988, 4.588, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.592, 2.592, 0.06512, 1.0, 2.0, 2.0, 0.21, 1.0, 0.79, 0.0, 0.0, 0.0, 0.25, 0.5, 0.4475, 0.5, 0.79, 0.2658, 1.0, 0.1023, -1.539, 6.278, 3.333, 2.0, 3.585, 0.1127, 0.125, 0.01651, 0.02754, 0.02754, 0.02754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 15.0, 44.0, 62.0, 1.409, 0.05237, 0.05237, 1.0, 0.1047, 0.01291, 1.4, 0.1333, 120.0, 120.0, 0.0, 19.29, 5.184, 0.09477, 0.1826, 0.1826, 0.01266, 0.01266, 0.1458, 0.2083, 0.1876, 0.01031, 0.0, 0.0, 16.0, 15.0, 44.0, 62.0, 1.409, 0.05237, 0.05237, 1.0, 0.1047, 0.01291, 1.4, 0.1333
