,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_1.mid",47.0, 12.0, 0.0, 0.0, 54.0, 0.23, 0.51, 0.26, 3.0, 4.0, 64.0, 5.83, 61.0, 6.0, 0.07, 0.12, 0.8571, 1.0, 7.0, 3.0, 12.74, 3.291, 3.261, 0.3556, -0.155, -0.4324, 5.756, 5.061, 5.063, 0.0, 58.0, 10.0, 93.0, 9.0, 1.0, 4.192, 5.0, 1.0, 0.1818, 0.7778, 0.4848, 0.09091, 0.1818, 0.3232, 0.202, 0.06061, 0.05051, 0.09091, 0.08081, 0.07071, 0.0202, 0.0101, 1.857, 0.02, 0.5111, 1.636, 7.509, 4.097, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.002, 3.002, 1.453, 2.0, 3.0, 2.0, 0.86, 1.0, 0.14, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2537, 0.25, 0.61, 0.4098, 1.0, 0.113, 0.09955, 6.933, 1.818, 1.0, 1.292, 0.04229, 0.04167, 0.03195, 0.2602, 0.2602, 0.2602, 0.3125, 0.3125, 0.1667, 0.1667, 0.1458, 0.1458, 0.06344, 0.06344, 0.0, 0.0, 27.0, 27.0, 42.0, 46.0, 1.095, 0.03631, 0.03492, 1.04, 0.07123, 0.008093, 14.07, 0.1481, 120.0, 120.0, 0.0, 16.66, 6.004, 0.8391, 0.1558, 0.1558, 0.07011, 0.07011, 0.02083, 0.25, 0.1232, 0.04979, 0.3, 0.0, 27.0, 27.0, 42.0, 46.0, 1.095, 0.03631, 0.03492, 1.04, 0.07123, 0.008093, 14.07, 0.1481
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_10.mid",54.0, 12.0, 1.0, 1.0, 84.0, 0.57, 0.29, 0.14, 4.0, 2.0, 39.0, 4.51, 0.0, 0.0, 0.13, 0.21, 0.3077, 0.4286, 1.0, 5.0, 28.66, 3.572, 3.68, -0.8594, -0.4116, 0.3668, 4.697, 4.962, 5.02, 0.0, 62.0, 2.0, 1.0, 1.0, 1.0, 4.091, 7.0, 1.0, 0.1414, 0.9286, 0.4545, 0.101, 0.1414, 0.2727, 0.202, 0.1212, 0.09091, 0.09091, 0.06061, 0.0404, 0.0101, 0.0101, 1.5, 0.01, 0.4157, 1.348, 6.045, 3.333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.276, 2.276, 0.4877, 2.0, 3.0, 2.0, 0.72, 1.0, 0.28, 0.0, 0.0, 0.0, 0.125, 0.5, 0.3025, 0.25, 0.58, 0.4828, 1.0, 0.1308, 1.204, 5.182, 2.083, 2.0, 1.442, 0.05396, 0.04167, 0.03351, 0.3338, 0.3338, 0.3338, 0.2917, 0.2917, 0.1735, 0.1735, 0.1667, 0.1667, 0.05717, 0.05717, 0.0, 0.0, 30.0, 24.0, 41.0, 46.0, 1.122, 0.0378, 0.03265, 1.158, 0.07045, 0.007881, 6.875, 0.1667, 120.0, 120.0, 0.0, 21.97, 4.552, 0.7596, 0.2092, 0.2092, 0.08137, 0.08137, 0.02083, 0.2604, 0.1464, 0.05382, 0.19, 0.0, 30.0, 24.0, 41.0, 46.0, 1.122, 0.0378, 0.03265, 1.158, 0.07045, 0.007881, 6.875, 0.1667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_100.mid",50.0, 12.0, 1.0, 1.0, 69.0, 0.9, 0.1, 0.0, 4.0, 2.0, 20.0, 4.22, 0.0, 0.0, 0.2, 0.23, 0.25, 0.5217, 7.0, 5.0, 19.8, 3.454, 4.016, 0.5544, 0.1911, 1.091, 5.935, 5.018, 4.818, 0.0, 62.0, 2.0, 18.0, 6.0, 5.0, 4.283, 7.0, 2.0, 0.1414, 0.9286, 0.4848, 0.1212, 0.09091, 0.1919, 0.2323, 0.1414, 0.09091, 0.07071, 0.08081, 0.06061, 0.0, 0.0101, 1.3, 0.0, 0.4483, 1.45, 6.95, 4.395, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.444, 2.444, 1.062, 2.0, 3.0, 3.0, 0.77, 1.0, 0.23, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2875, 0.25, 0.61, 0.377, 1.0, 0.125, 0.9, 5.65, 1.887, 1.0, 1.296, 0.04583, 0.04167, 0.03827, 0.3248, 0.3248, 0.3248, 0.2917, 0.2917, 0.1679, 0.1679, 0.1667, 0.1667, 0.05934, 0.05934, 0.0, 0.0, 31.0, 26.0, 41.0, 44.0, 1.073, 0.0346, 0.03287, 1.053, 0.06747, 0.008088, 5.692, 0.1538, 120.0, 120.0, 0.0, 20.46, 4.888, 2.253, 0.194, 0.194, 0.07447, 0.07447, 0.02083, 0.25, 0.1381, 0.05024, 0.21, 0.0, 31.0, 26.0, 41.0, 44.0, 1.073, 0.0346, 0.03287, 1.053, 0.06747, 0.008088, 5.692, 0.1538
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_11.mid",46.0, 12.0, 0.0, 0.0, 60.0, 0.85, 0.14, 0.01, 3.0, 4.0, 37.0, 5.62, 20.0, 8.0, 0.05, 0.12, 1.0, 0.9167, 1.0, 3.0, 13.63, 3.206, 3.479, 0.1452, -0.3556, -0.1207, 5.603, 5.078, 4.925, 0.0, 64.0, 4.0, 28.0, 4.0, 1.0, 4.202, 5.0, 1.0, 0.202, 0.8, 0.3838, 0.0404, 0.202, 0.3636, 0.1919, 0.101, 0.07071, 0.07071, 0.08081, 0.05051, 0.0202, 0.0101, 1.111, 0.02, 0.4316, 1.557, 6.705, 5.958, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.534, 2.534, 0.7061, 2.0, 3.0, 3.0, 0.76, 1.0, 0.24, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2787, 0.25, 0.51, 0.4902, 1.0, 0.1351, 0.6382, 5.394, 2.0, 1.0, 1.654, 0.04812, 0.04167, 0.03611, 0.3046, 0.3046, 0.3046, 0.3125, 0.3125, 0.1798, 0.1798, 0.1667, 0.1667, 0.05835, 0.05835, 0.0, 0.0, 31.0, 23.0, 41.0, 47.0, 1.146, 0.03939, 0.03485, 1.13, 0.07424, 0.008025, 9.348, 0.1739, 120.0, 120.0, 0.0, 19.73, 5.069, 1.599, 0.1864, 0.1864, 0.09044, 0.09044, 0.02083, 0.25, 0.1372, 0.0599, 0.3, 0.0, 31.0, 23.0, 41.0, 47.0, 1.146, 0.03939, 0.03485, 1.13, 0.07424, 0.008025, 9.348, 0.1739
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_12.mid",40.0, 12.0, 0.0, 0.0, 46.0, 0.7, 0.3, 0.0, 4.0, 1.0, 48.0, 5.45, 49.0, 1.0, 0.07, 0.13, 1.0, 1.0, 4.0, 4.0, 10.47, 3.283, 3.258, -0.1003, -0.5027, -0.488, 5.503, 5.123, 5.364, 0.0, 56.0, 8.0, 29.0, 5.0, 2.0, 4.212, 5.0, 2.0, 0.1717, 0.8824, 0.4545, 0.08081, 0.08081, 0.2525, 0.2727, 0.101, 0.1111, 0.06061, 0.06061, 0.0303, 0.0101, 0.0202, 0.8, 0.0, 0.4286, 1.717, 7.679, 4.719, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.721, 2.721, 0.3862, 2.0, 3.0, 3.0, 0.84, 1.0, 0.16, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2612, 0.25, 0.61, 0.377, 1.0, 0.1166, 0.2894, 6.568, 1.667, 1.0, 1.115, 0.04125, 0.04167, 0.0327, 0.3073, 0.3073, 0.3073, 0.3125, 0.3125, 0.1686, 0.1686, 0.1458, 0.1458, 0.05937, 0.05937, 0.0, 0.0, 25.0, 20.0, 41.0, 51.0, 1.244, 0.03614, 0.03012, 1.2, 0.06627, 0.007985, 18.35, 0.2, 120.0, 120.0, 0.0, 18.38, 5.442, 0.7969, 0.1732, 0.1732, 0.07324, 0.07324, 0.03125, 0.25, 0.1273, 0.04765, 0.28, 0.0, 25.0, 20.0, 41.0, 51.0, 1.244, 0.03614, 0.03012, 1.2, 0.06627, 0.007985, 18.35, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_13.mid",48.0, 12.0, 0.0, 0.0, 64.0, 0.05, 0.32, 0.63, 2.0, 4.0, 79.0, 5.58, 72.0, 11.0, 0.06, 0.14, 1.0, 0.9286, 4.0, 1.0, 15.31, 3.833, 3.465, 0.3958, -0.3287, 0.2944, 5.582, 4.785, 5.042, 0.0, 74.0, 2.0, 72.0, 0.0, 1.0, 4.848, 4.0, 2.0, 0.1515, 0.8667, 0.4949, 0.09091, 0.1515, 0.2323, 0.2121, 0.101, 0.06061, 0.07071, 0.08081, 0.09091, 0.0101, 0.05051, 1.625, 0.0, 0.4778, 1.8, 9.38, 4.743, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.893, 2.893, 0.4704, 2.0, 3.0, 3.0, 0.82, 1.0, 0.18, 0.0, 0.0, 0.0, 0.125, 0.5, 0.26, 0.25, 0.54, 0.5185, 1.0, 0.1252, 0.2396, 6.105, 1.639, 1.0, 0.9837, 0.04417, 0.02083, 0.03581, 0.2731, 0.2731, 0.2731, 0.3125, 0.3125, 0.1729, 0.1729, 0.1667, 0.1667, 0.04956, 0.04956, 0.0, 0.0, 26.0, 24.0, 43.0, 41.0, 1.049, 0.0379, 0.03207, 1.182, 0.06997, 0.007815, 12.83, 0.25, 120.0, 120.0, 0.0, 17.28, 5.787, 1.187, 0.1627, 0.1627, 0.07651, 0.07651, 0.01042, 0.2812, 0.1256, 0.05639, 0.34, 0.0, 26.0, 24.0, 43.0, 41.0, 1.049, 0.0379, 0.03207, 1.182, 0.06997, 0.007815, 12.83, 0.25
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_14.mid",44.0, 12.0, 0.0, 0.0, 55.0, 0.58, 0.34, 0.08, 3.0, 3.0, 52.0, 5.61, 57.0, 6.0, 0.05, 0.13, 1.0, 0.9231, 14.0, 5.0, 13.77, 3.516, 3.368, 0.08933, -0.3328, -0.4009, 5.422, 4.981, 5.13, 0.0, 62.0, 2.0, 43.0, 7.0, 1.0, 4.515, 6.0, 2.0, 0.1717, 0.7647, 0.4545, 0.0404, 0.1717, 0.2929, 0.2222, 0.07071, 0.101, 0.09091, 0.08081, 0.07071, 0.0303, 0.0, 1.444, 0.0, 0.4526, 1.397, 6.412, 5.667, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.825, 2.825, 0.7727, 2.0, 3.0, 3.0, 0.83, 1.0, 0.17, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2525, 0.25, 0.51, 0.6275, 1.0, 0.1256, 0.05971, 6.208, 2.083, 1.0, 1.555, 0.04625, 0.04167, 0.03448, 0.3067, 0.3067, 0.3067, 0.2917, 0.2917, 0.1636, 0.1636, 0.1458, 0.1458, 0.05871, 0.05871, 0.0, 0.0, 31.0, 18.0, 43.0, 41.0, 1.049, 0.04373, 0.0379, 1.154, 0.08163, 0.008037, 12.22, 0.2778, 120.0, 120.0, 0.0, 17.7, 5.65, 1.584, 0.1666, 0.1666, 0.07732, 0.07732, 0.03125, 0.2604, 0.1227, 0.05196, 0.37, 0.0, 31.0, 18.0, 43.0, 41.0, 1.049, 0.04373, 0.0379, 1.154, 0.08163, 0.008037, 12.22, 0.2778
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_15.mid",50.0, 12.0, 0.0, 0.0, 62.0, 0.16, 0.43, 0.41, 3.0, 4.0, 70.0, 5.42, 65.0, 5.0, 0.06, 0.11, 0.8333, 0.9091, 2.0, 2.0, 15.18, 3.331, 3.628, 0.6125, 0.3783, -0.3804, 5.305, 5.092, 4.876, 0.0, 60.0, 0.0, 93.0, 9.0, 2.0, 4.212, 4.0, 1.0, 0.1919, 0.7368, 0.4545, 0.07071, 0.1414, 0.3333, 0.2424, 0.05051, 0.07071, 0.08081, 0.06061, 0.0404, 0.0202, 0.0303, 1.182, 0.03, 0.5, 1.559, 6.915, 6.857, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.399, 3.399, 0.6407, 2.0, 3.0, 2.0, 0.91, 1.0, 0.09, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2188, 0.25, 0.48, 0.8958, 1.0, 0.1072, -0.8749, 7.951, 2.174, 2.0, 1.465, 0.04417, 0.04167, 0.03274, 0.2805, 0.2805, 0.2805, 0.3125, 0.3125, 0.1551, 0.1551, 0.125, 0.125, 0.05902, 0.05902, 0.0, 0.0, 21.0, 17.0, 43.0, 41.0, 1.049, 0.04489, 0.02868, 1.565, 0.07357, 0.007954, 12.71, 0.1765, 120.0, 120.0, 0.0, 14.71, 6.799, 1.166, 0.1372, 0.1372, 0.07012, 0.07012, 0.01042, 0.2812, 0.1058, 0.05072, 0.5, 0.0, 21.0, 17.0, 43.0, 41.0, 1.049, 0.04489, 0.02868, 1.565, 0.07357, 0.007954, 12.71, 0.1765
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_16.mid",44.0, 12.0, 0.0, 0.0, 54.0, 0.14, 0.49, 0.37, 3.0, 2.0, 68.0, 5.46, 65.0, 5.0, 0.07, 0.13, 0.7143, 0.9231, 5.0, 1.0, 11.68, 3.38, 3.48, 0.02568, 0.4083, -0.6034, 5.97, 5.133, 5.186, 0.0, 63.0, 3.0, 77.0, 5.0, 2.0, 4.424, 4.0, 1.0, 0.202, 0.75, 0.3434, 0.06061, 0.1515, 0.3535, 0.1616, 0.101, 0.09091, 0.06061, 0.08081, 0.0202, 0.0303, 0.0404, 1.0, 0.0, 0.4731, 1.603, 7.517, 6.333, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.105, 3.105, 1.482, 2.0, 3.0, 2.0, 0.87, 1.0, 0.13, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2325, 0.25, 0.47, 0.8511, 1.0, 0.1192, -0.4404, 6.915, 1.852, 1.0, 1.497, 0.04229, 0.04167, 0.03608, 0.2943, 0.2943, 0.2943, 0.2917, 0.2917, 0.1637, 0.1637, 0.1458, 0.1458, 0.05776, 0.05776, 0.0, 0.0, 28.0, 22.0, 43.0, 50.0, 1.163, 0.03655, 0.02611, 1.4, 0.06266, 0.007872, 8.636, 0.2273, 120.0, 120.0, 0.0, 16.1, 6.21, 0.4811, 0.1493, 0.1493, 0.07235, 0.07235, 0.03125, 0.25, 0.1136, 0.05054, 0.47, 0.0, 28.0, 22.0, 43.0, 50.0, 1.163, 0.03655, 0.02611, 1.4, 0.06266, 0.007872, 8.636, 0.2273
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run6\run6_epoch4096_17.mid",54.0, 12.0, 0.0, 0.0, 68.0, 0.78, 0.22, 0.0, 3.0, 1.0, 37.0, 5.58, 36.0, 5.0, 0.05, 0.12, 1.0, 0.8333, 10.0, 1.0, 17.62, 3.568, 3.614, 0.08512, 0.4877, 0.5811, 5.382, 4.954, 4.933, 0.0, 56.0, 8.0, 23.0, 11.0, 2.0, 4.071, 5.0, 3.0, 0.1717, 0.8824, 0.4343, 0.06061, 0.1212, 0.2929, 0.2323, 0.1515, 0.07071, 0.08081, 0.05051, 0.0404, 0.0202, 0.0, 1.091, 0.0, 0.4731, 1.525, 6.443, 3.87, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.827, 2.827, 0.7171, 2.0, 3.0, 2.0, 0.87, 1.0, 0.13, 0.0, 0.0, 0.0, 0.125, 0.5, 0.2512, 0.25, 0.62, 0.4032, 1.0, 0.1102, 0.03402, 7.173, 2.041, 1.0, 1.62, 0.04396, 0.04167, 0.03527, 0.3139, 0.3139, 0.3139, 0.2917, 0.2917, 0.1603, 0.1603, 0.1458, 0.1458, 0.0578, 0.0578, 0.0, 0.0, 25.0, 25.0, 42.0, 46.0, 1.095, 0.03516, 0.03516, 1.0, 0.07032, 0.008271, 4.92, 0.24, 120.0, 120.0, 0.0, 17.69, 5.654, 0.9681, 0.1666, 0.1666, 0.07351, 0.07351, 0.04167, 0.2396, 0.1214, 0.04683, 0.37, 0.0, 25.0, 25.0, 42.0, 46.0, 1.095, 0.03516, 0.03516, 1.0, 0.07032, 0.008271, 4.92, 0.24
