,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_1.mid",43.0, 12.0, 0.0, 0.0, 57.0, 0.0, 0.01, 0.99, 3.0, 5.0, 93.0, 5.36, 88.0, 5.0, 0.07, 0.13, 0.8571, 0.9231, 11.0, 1.0, 14.53, 3.142, 3.709, 0.1651, 0.3438, 0.4853, 5.779, 5.34, 4.809, 0.0, 82.0, 10.0, 127.0, 7.0, 2.0, 2.313, 5.0, 1.0, 0.2323, 0.913, 0.5152, 0.1717, 0.2121, 0.4444, 0.303, 0.0, 0.0303, 0.0303, 0.0101, 0.0, 0.0101, 0.0, 1.308, 0.0, 0.5244, 1.673, 4.612, 4.163, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.024, 2.024, 0.8209, 2.0, 3.0, 2.0, 0.16, 0.95, 0.84, 0.0, 0.0, 0.05, 0.25, 0.75, 0.4725, 0.5, 0.79, 0.2025, 1.0, 0.1118, -0.7381, 7.831, 3.704, 2.0, 5.412, 0.06, 0.0625, 0.03795, 0.08056, 0.08056, 0.08056, 0.125, 0.125, 0.1125, 0.1125, 0.1042, 0.1042, 0.01141, 0.01141, 0.0, 0.0, 29.0, 23.0, 47.0, 41.0, 1.146, 0.04017, 0.03805, 1.056, 0.07822, 0.00819, 12.3, 0.2174, 120.0, 120.0, 0.0, 24.7, 4.049, 0.2577, 0.2363, 0.2363, 0.04763, 0.04763, 0.1146, 0.3229, 0.2271, 0.04354, 0.0, 0.0, 29.0, 23.0, 47.0, 41.0, 1.146, 0.04017, 0.03805, 1.056, 0.07822, 0.00819, 12.3, 0.2174
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_2.mid",42.0, 12.0, 1.0, 0.0, 65.0, 0.0, 0.01, 0.99, 4.0, 4.0, 105.0, 5.92, 127.0, 7.0, 0.11, 0.15, 0.5455, 0.8, 2.0, 1.0, 17.88, 3.142, 3.347, -0.9597, -0.07638, 0.0717, 4.802, 5.353, 5.208, 0.0, 62.0, 2.0, 125.0, 5.0, 1.0, 2.495, 4.0, 1.0, 0.2929, 0.6897, 0.3434, 0.1414, 0.2929, 0.4949, 0.1919, 0.05051, 0.05051, 0.0101, 0.05051, 0.0, 0.0, 0.0101, 5.333, 0.0, 0.5765, 1.7, 4.88, 4.037, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.888, 1.888, 0.2137, 2.0, 3.0, 1.0, 0.12, 0.88, 0.88, 0.0, 0.0, 0.12, 0.25, 0.75, 0.5, 0.5, 0.76, 0.1579, 1.0, 0.1231, 0.0, 7.476, 2.778, 1.0, 2.929, 0.06083, 0.0625, 0.04057, 0.07747, 0.07747, 0.07747, 0.1875, 0.1875, 0.119, 0.119, 0.1042, 0.1042, 0.03117, 0.03117, 0.0, 0.0, 27.0, 17.0, 46.0, 43.0, 1.07, 0.04677, 0.03341, 1.4, 0.08018, 0.008497, 4.824, 0.2941, 120.0, 120.0, 0.0, 26.49, 3.775, 0.3894, 0.2545, 0.2545, 0.05594, 0.05594, 0.1354, 0.3646, 0.2444, 0.0505, 0.0, 0.0, 27.0, 17.0, 46.0, 43.0, 1.07, 0.04677, 0.03341, 1.4, 0.08018, 0.008497, 4.824, 0.2941
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_3.mid",32.0, 12.0, 1.0, 0.0, 42.0, 0.0, 0.0, 1.0, 2.0, 4.0, 92.0, 6.05, 81.0, 9.0, 0.09, 0.14, 0.7778, 0.9286, 27.0, 2.0, 11.06, 3.817, 3.33, 0.0244, -0.7466, -0.2973, 5.147, 4.882, 5.126, 0.0, 82.0, 10.0, 115.0, 7.0, 1.0, 2.354, 4.0, 1.0, 0.2222, 0.9545, 0.4343, 0.1717, 0.2222, 0.4343, 0.2525, 0.05051, 0.05051, 0.0101, 0.0303, 0.0, 0.0, 0.0, 2.571, 0.0, 0.5, 1.439, 4.053, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.115, 2.115, 0.1918, 2.0, 3.0, 2.0, 0.26, 0.99, 0.74, 0.0, 0.0, 0.01, 0.25, 0.75, 0.4375, 0.5, 0.73, 0.3562, 1.0, 0.1145, -1.638, 5.769, 4.762, 2.0, 5.098, 0.06417, 0.0625, 0.035, 0.08811, 0.08811, 0.08811, 0.1042, 0.1042, 0.1042, 0.1042, 0.1042, 0.1042, 0.0, 0.0, 0.0, 0.0, 25.0, 19.0, 43.0, 51.0, 1.186, 0.04305, 0.03523, 1.222, 0.07828, 0.008226, 6.316, 0.2105, 120.0, 120.0, 0.0, 23.65, 4.229, 0.346, 0.2251, 0.2251, 0.05068, 0.05068, 0.09375, 0.3125, 0.2156, 0.04723, 0.01, 0.0, 25.0, 19.0, 43.0, 51.0, 1.186, 0.04305, 0.03523, 1.222, 0.07828, 0.008226, 6.316, 0.2105
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_4.mid",41.0, 12.0, 1.0, 1.0, 51.0, 0.0, 0.0, 1.0, 1.0, 4.0, 112.0, 5.67, 127.0, 7.0, 0.26, 0.31, 0.3077, 0.3871, 1.0, 1.0, 16.23, 2.749, 3.554, -1.37, -0.3601, 0.3461, 5.544, 5.975, 5.107, 0.0, 83.0, 11.0, 127.0, 7.0, 0.0, 1.899, 4.0, 1.0, 0.2626, 1.0, 0.4848, 0.2626, 0.2626, 0.4444, 0.2121, 0.0202, 0.0202, 0.0, 0.0303, 0.0101, 0.0, 0.0, 2.0, 0.0, 0.5753, 1.281, 3.263, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.855, 1.855, 0.1585, 2.0, 3.0, 1.0, 0.06, 0.89, 0.94, 0.0, 0.0, 0.11, 0.25, 0.75, 0.5125, 0.5, 0.83, 0.1325, 1.0, 0.1028, 0.3647, 9.187, 4.0, 2.0, 4.072, 0.05937, 0.0625, 0.03762, 0.07654, 0.07654, 0.07654, 0.125, 0.125, 0.112, 0.112, 0.1042, 0.1042, 0.01078, 0.01078, 0.0, 0.0, 29.0, 17.0, 41.0, 51.0, 1.244, 0.04989, 0.03401, 1.467, 0.0839, 0.008718, 4.529, 0.1176, 120.0, 120.0, 0.0, 26.95, 3.711, 0.2766, 0.2587, 0.2587, 0.04926, 0.04926, 0.125, 0.3542, 0.2489, 0.04478, 0.0, 0.0, 29.0, 17.0, 41.0, 51.0, 1.244, 0.04989, 0.03401, 1.467, 0.0839, 0.008718, 4.529, 0.1176
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_5.mid",41.0, 12.0, 0.0, 0.0, 64.0, 0.01, 0.03, 0.96, 4.0, 3.0, 98.0, 5.35, 100.0, 4.0, 0.07, 0.12, 0.7143, 0.9167, 3.0, 2.0, 12.16, 3.43, 3.37, -0.5649, 0.3061, 0.365, 7.633, 5.144, 5.185, 0.0, 53.0, 5.0, 115.0, 7.0, 2.0, 2.182, 5.0, 2.0, 0.2828, 0.6786, 0.4343, 0.1919, 0.1919, 0.4747, 0.2323, 0.05051, 0.0303, 0.0101, 0.0, 0.0, 0.0, 0.0101, 1.556, 0.0, 0.5625, 1.6, 4.22, 4.549, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.149, 2.149, 0.2103, 3.0, 4.0, 2.0, 0.26, 0.96, 0.74, 0.0, 0.0, 0.04, 0.125, 0.75, 0.4425, 0.5, 0.7, 0.3429, 1.0, 0.1311, -1.316, 6.359, 2.439, 1.0, 2.579, 0.06354, 0.0625, 0.03921, 0.09087, 0.09087, 0.09087, 0.1875, 0.1875, 0.1146, 0.1146, 0.1042, 0.1042, 0.02946, 0.02946, 0.0, 0.0, 26.0, 20.0, 41.0, 46.0, 1.122, 0.03441, 0.03036, 1.133, 0.06478, 0.008098, 9.1, 0.2, 120.0, 120.0, 0.0, 23.27, 4.297, 0.4376, 0.2224, 0.2224, 0.05428, 0.05428, 0.01042, 0.3333, 0.2116, 0.05246, 0.03, 0.0, 26.0, 20.0, 41.0, 46.0, 1.122, 0.03441, 0.03036, 1.133, 0.06478, 0.008098, 9.1, 0.2
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_6.mid",34.0, 12.0, 2.0, 1.0, 53.0, 0.0, 0.0, 1.0, 1.0, 3.0, 112.0, 5.31, 127.0, 7.0, 0.22, 0.28, 0.4545, 0.5357, 3.0, 3.0, 17.77, 2.806, 3.566, -1.697, -0.7378, 0.4459, 5.566, 5.646, 4.996, 0.0, 82.0, 10.0, 127.0, 7.0, 1.0, 2.091, 5.0, 1.0, 0.2727, 0.7037, 0.4343, 0.1919, 0.2727, 0.4646, 0.2424, 0.05051, 0.0303, 0.0, 0.0202, 0.0, 0.0, 0.0, 1.667, 0.0, 0.625, 1.778, 4.578, 4.158, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.827, 1.827, 0.2472, 2.0, 3.0, 2.0, 0.06, 0.84, 0.94, 0.0, 0.0, 0.16, 0.25, 0.75, 0.525, 0.5, 0.78, 0.2051, 1.0, 0.1151, 0.6514, 7.694, 5.263, 2.0, 6.69, 0.06292, 0.0625, 0.03553, 0.07651, 0.07651, 0.07651, 0.1458, 0.1458, 0.125, 0.125, 0.125, 0.125, 0.01701, 0.01701, 0.0, 0.0, 24.0, 19.0, 44.0, 56.0, 1.273, 0.04119, 0.0389, 1.059, 0.08009, 0.008647, 5.526, 0.2105, 120.0, 120.0, 0.0, 27.36, 3.654, 0.4643, 0.2626, 0.2626, 0.0562, 0.0562, 0.1458, 0.375, 0.2527, 0.04912, 0.0, 0.0, 24.0, 19.0, 44.0, 56.0, 1.273, 0.04119, 0.0389, 1.059, 0.08009, 0.008647, 5.526, 0.2105
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_7.mid",31.0, 12.0, 3.0, 0.0, 47.0, 0.0, 0.0, 1.0, 3.0, 3.0, 114.0, 4.99, 127.0, 7.0, 0.13, 0.14, 0.8462, 0.8571, 3.0, 3.0, 12.99, 3.258, 3.69, -1.407, -0.009207, 0.1382, 6.129, 5.113, 4.801, 0.0, 81.0, 9.0, 127.0, 7.0, 1.0, 2.323, 4.0, 1.0, 0.2727, 0.8148, 0.4242, 0.1515, 0.2727, 0.4949, 0.2323, 0.0202, 0.0202, 0.0404, 0.0404, 0.0, 0.0, 0.0, 2.833, 0.0, 0.5714, 1.647, 4.471, 3.759, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.965, 1.965, 0.2532, 2.0, 3.0, 2.0, 0.16, 0.96, 0.84, 0.0, 0.0, 0.04, 0.25, 0.75, 0.47, 0.5, 0.8, 0.2, 1.0, 0.1082, -0.8314, 7.95, 3.448, 1.0, 4.672, 0.05938, 0.0625, 0.03558, 0.08023, 0.08023, 0.08023, 0.1458, 0.1458, 0.1161, 0.1161, 0.1042, 0.1042, 0.01639, 0.01639, 0.0, 0.0, 31.0, 19.0, 41.0, 49.0, 1.195, 0.0443, 0.04008, 1.105, 0.08439, 0.008587, 7.211, 0.1579, 120.0, 120.0, 0.0, 25.45, 3.93, 1.705, 0.2434, 0.2434, 0.05093, 0.05093, 0.1146, 0.3333, 0.2341, 0.04533, 0.0, 0.0, 31.0, 19.0, 41.0, 49.0, 1.195, 0.0443, 0.04008, 1.105, 0.08439, 0.008587, 7.211, 0.1579
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3000_8.mid",44.0, 12.0, 1.0, 0.0, 71.0, 0.0, 0.02, 0.98, 2.0, 5.0, 102.0, 5.68, 127.0, 7.0, 0.12, 0.16, 0.5833, 0.6875, 3.0, 3.0, 17.53, 3.058, 3.484, 0.178, -0.3139, 0.2755, 5.138, 5.154, 4.843, 0.0, 56.0, 8.0, 127.0, 7.0, 0.0, 2.152, 5.0, 1.0, 0.2323, 0.8696, 0.5455, 0.2323, 0.202, 0.3939, 0.2929, 0.0202, 0.0202, 0.0202, 0.0101, 0.0, 0.0, 0.0101, 1.636, 0.0, 0.6316, 1.81, 4.976, 3.885, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.993, 1.993, 0.1472, 3.0, 4.0, 1.0, 0.15, 0.95, 0.85, 0.0, 0.0, 0.05, 0.125, 0.75, 0.4738, 0.5, 0.8, 0.175, 1.0, 0.1128, -0.6983, 8.336, 3.226, 2.0, 3.676, 0.05583, 0.0625, 0.03779, 0.07846, 0.07846, 0.07846, 0.1875, 0.1875, 0.1181, 0.1181, 0.1042, 0.1042, 0.03402, 0.03402, 0.0, 0.0, 28.0, 18.0, 43.0, 51.0, 1.186, 0.04487, 0.0406, 1.105, 0.08547, 0.008702, 6.056, 0.2222, 120.0, 120.0, 0.0, 25.09, 3.985, 1.75, 0.2399, 0.2399, 0.04846, 0.04846, 0.0625, 0.3438, 0.2313, 0.04852, 0.01, 0.0, 28.0, 18.0, 43.0, 51.0, 1.186, 0.04487, 0.0406, 1.105, 0.08547, 0.008702, 6.056, 0.2222
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_1.mid",25.0, 12.0, 2.0, 0.0, 35.0, 0.06, 0.92, 0.02, 2.0, 4.0, 63.0, 5.92, 66.0, 6.0, 0.14, 0.15, 0.7143, 0.8, 1.0, 1.0, 5.565, 3.199, 3.384, -0.5175, -0.07501, -0.07093, 7.211, 5.317, 5.125, 0.0, 47.0, 11.0, 68.0, 8.0, 2.0, 3.909, 5.0, 3.0, 0.1919, 0.8421, 0.3333, 0.05051, 0.1414, 0.3333, 0.2525, 0.1616, 0.08081, 0.0202, 0.05051, 0.0101, 0.0, 0.0404, 1.083, 0.16, 0.5106, 1.446, 5.738, 6.4, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.824, 4.824, 0.9437, 2.0, 3.0, 2.0, 0.97, 1.0, 0.03, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1713, 0.125, 0.69, 1.0, 0.0, 0.08075, 1.718, 12.29, 2.326, 1.0, 2.168, 0.05854, 0.04167, 0.03958, 0.3558, 0.3558, 0.3558, 0.2708, 0.2708, 0.1348, 0.1348, 0.125, 0.125, 0.03707, 0.03707, 0.0, 0.0, 29.0, 29.0, 51.0, 41.0, 1.244, 0.03169, 0.02982, 1.062, 0.06151, 0.007536, 14.79, 0.2069, 120.0, 120.0, 0.0, 10.36, 9.648, 5.766, 0.09322, 0.09322, 0.05575, 0.05575, 0.0, 0.2708, 0.06677, 0.0549, 0.76, 0.0, 29.0, 29.0, 51.0, 41.0, 1.244, 0.03169, 0.02982, 1.062, 0.06151, 0.007536, 14.79, 0.2069
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\title\midi\run5\run5_epoch3500_10.mid",48.0, 12.0, 0.0, 0.0, 68.0, 0.57, 0.4, 0.03, 2.0, 3.0, 47.0, 5.42, 22.0, 10.0, 0.05, 0.14, 1.0, 0.7143, 38.0, 10.0, 17.01, 3.531, 3.639, -0.6525, 0.3568, -0.1814, 5.189, 4.84, 4.838, 0.0, 85.0, 1.0, 24.0, 0.0, 2.0, 3.566, 5.0, 1.0, 0.1818, 1.0, 0.5152, 0.08081, 0.09091, 0.2727, 0.3535, 0.1515, 0.0303, 0.05051, 0.0303, 0.0202, 0.0101, 0.0, 1.059, 0.1, 0.4945, 1.542, 5.881, 3.952, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.453, 4.453, 0.5312, 2.0, 3.0, 2.0, 0.94, 1.0, 0.06, 0.0, 0.0, 0.0, 0.125, 0.5, 0.1888, 0.125, 0.61, 1.0, 0.0, 0.09811, 1.949, 9.786, 1.695, 1.0, 1.163, 0.05063, 0.04167, 0.0334, 0.3089, 0.3089, 0.3089, 0.2292, 0.2292, 0.1368, 0.1368, 0.125, 0.125, 0.0293, 0.0293, 0.0, 0.0, 25.0, 25.0, 43.0, 41.0, 1.049, 0.03469, 0.0337, 1.029, 0.06838, 0.007558, 13.76, 0.28, 120.0, 120.0, 0.0, 11.23, 8.905, 0.3778, 0.101, 0.101, 0.05045, 0.05045, 0.0, 0.2604, 0.0776, 0.05102, 0.73, 0.0, 25.0, 25.0, 43.0, 41.0, 1.049, 0.03469, 0.0337, 1.029, 0.06838, 0.007558, 13.76, 0.28
